Title,Priority,Precondition,Description,CreatedAt,UpdatedAt,ModuleID,TestPlanID
Verify user can proceed to checkout,Medium,User is on the currency conversion page,Leave search query empty and verify appropriate message is displayed.,2022-01-23T09:46:58Z,2023-08-31T22:27:35Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify user can add product to cart,Medium,User is on the product search page,Enter invalid data and verify error message.,2022-10-24T06:19:21Z,2023-11-08T11:05:21Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify product images are displayed correctly,Medium,User is on the product details page,Enter invalid product ID and verify appropriate message is displayed.,2021-12-01T21:38:24Z,2024-08-21T17:00:59Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify product details are displayed correctly,High,User is on the checkout page,Attempt to add product to cart and verify success message is displayed.,2021-08-23T01:09:40Z,2023-02-14T01:36:55Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify login with invalid credentials,High,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2022-03-28T08:39:54Z,2024-07-17T05:25:19Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Low,User is on the checkout page,Enter invalid product ID and verify appropriate message is displayed.,2022-10-31T22:19:30Z,2023-10-11T18:31:55Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Medium,User is on the product search page,Enter USD amount and verify accurate conversion to EUR.,2021-04-26T01:21:09Z,2023-06-30T12:17:17Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify user can proceed to checkout,High,User is on the product search page,Enter valid username and password and verify successful login.,2021-11-13T22:54:56Z,2024-03-09T11:59:43Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Low,User is on the registration page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-12-04T19:57:35Z,2024-02-14T08:24:51Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Medium,User is on the registration page,Attempt to remove product from cart and verify success message is displayed.,2022-09-29T09:40:27Z,2023-03-20T02:58:24Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify search functionality handles empty query,High,User is on the registration page,Enter invalid data and verify error message.,2021-07-20T18:09:04Z,2023-02-01T19:46:32Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify registration with valid data,Medium,User is on the product details page,View product reviews and verify they are displayed correctly.,2021-06-21T11:18:43Z,2023-12-14T05:57:51Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify user can add product to cart,High,User is on the product search page,Attempt to add product to cart and verify success message is displayed.,2021-07-26T23:22:52Z,2023-05-13T02:20:28Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify product details are displayed correctly,Medium,User is on the login page,Enter valid payment details and verify successful purchase completion.,2021-07-14T06:24:19Z,2024-04-15T00:12:02Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Low,User is on the product details page,Enter valid data and verify successful registration.,2022-08-15T10:14:17Z,2023-06-05T02:36:30Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify user can apply discount code,Low,User is on the currency conversion page,Enter invalid product ID and verify appropriate message is displayed.,2022-11-19T17:08:10Z,2024-02-10T08:07:01Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User is on the checkout page,Check if product reviews are sorted by date in descending order.,2021-03-28T08:01:54Z,2023-07-04T06:44:07Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify product images are displayed correctly,High,User is on the product details page,View product details and verify all information is displayed correctly.,2021-07-23T05:51:03Z,2024-04-14T16:20:13Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify product images are displayed correctly,High,User is on the registration page,View product reviews and verify they are displayed correctly.,2022-08-05T04:58:37Z,2023-08-03T09:12:53Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify currency conversion accuracy for USD to EUR,Low,User is on the product details page,Enter EUR amount and verify accurate conversion to USD.,2022-07-06T19:22:45Z,2023-12-09T03:35:37Z,666017adf902b,66601d7f32c5408430429d1a
Verify registration with valid data,Medium,User is on the checkout page,Attempt to add product to cart and verify success message is displayed.,2022-03-17T03:45:54Z,2023-01-22T20:50:49Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify product price is displayed correctly,Medium,User is on the checkout page,Check if product reviews are sorted by date in descending order.,2021-12-29T14:32:28Z,2024-07-29T20:44:14Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify login with valid credentials,Low,User is on the login page,Leave search query empty and verify appropriate message is displayed.,2021-04-25T13:53:32Z,2024-02-24T04:18:20Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Medium,User is on the currency conversion page,Enter invalid username and password and verify error message.,2022-06-12T03:59:44Z,2023-02-15T18:27:10Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify user can remove product from cart,Low,User is on the currency conversion page,Leave search query empty and verify appropriate message is displayed.,2022-10-18T23:07:27Z,2024-05-01T10:02:20Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Medium,User is on the currency conversion page,View product reviews and verify they are displayed correctly.,2021-12-30T02:01:17Z,2023-10-15T07:51:33Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify product price is displayed correctly,High,User has items in the shopping cart,Attempt to remove product from cart and verify success message is displayed.,2022-02-07T14:20:11Z,2024-04-07T16:56:57Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,High,User is on the currency conversion page,Leave search query empty and verify appropriate message is displayed.,2022-11-10T02:56:58Z,2024-03-06T04:35:32Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify user can remove product from cart,Medium,User is on the checkout page,Check if product reviews are sorted by date in descending order.,2022-06-14T04:23:51Z,2024-08-18T03:43:22Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,High,User is on the currency conversion page,Enter valid username and password and verify successful login.,2022-02-16T07:15:47Z,2024-07-09T13:00:43Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify user can remove product from cart,High,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2022-09-18T23:30:22Z,2023-09-15T14:17:32Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify search functionality handles empty query,Medium,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2021-03-20T12:17:43Z,2023-01-09T04:35:56Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Medium,User is on the currency conversion page,Enter EUR amount and verify accurate conversion to USD.,2022-06-18T13:30:23Z,2023-02-17T03:10:13Z,666017adf902b,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,High,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2021-05-26T03:26:34Z,2023-08-25T12:15:17Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify search functionality returns correct results,High,User is on the registration page,View product reviews and verify they are displayed correctly.,2021-02-03T07:29:55Z,2023-11-01T11:49:50Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify search functionality returns correct results,High,User is on the registration page,Enter EUR amount and verify accurate conversion to USD.,2021-10-16T08:21:50Z,2023-07-02T01:39:56Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify product details page handles invalid product ID,High,User is on the currency conversion page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-04-24T05:43:00Z,2023-05-16T20:04:56Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,Medium,User is on the currency conversion page,Enter USD amount and verify accurate conversion to EUR.,2021-03-08T20:57:03Z,2024-07-30T01:09:50Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product reviews are displayed correctly,High,User is on the login page,Check if product images are displayed correctly and in high resolution.,2021-11-13T13:28:41Z,2024-01-02T00:39:22Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,Low,User is on the login page,Enter valid payment details and verify successful purchase completion.,2021-12-13T09:20:30Z,2023-12-12T13:08:59Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify registration with valid data,Medium,User is on the product search page,View product reviews and verify they are displayed correctly.,2022-11-20T14:41:15Z,2024-04-14T06:11:51Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Medium,User is on the login page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-08-01T05:58:22Z,2023-02-01T10:58:02Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify product price is displayed correctly,High,User is on the registration page,Enter valid username and password and verify successful login.,2021-10-02T16:01:13Z,2023-07-31T08:39:29Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,High,User is on the currency conversion page,Enter valid username and password and verify successful login.,2021-06-27T02:06:55Z,2023-09-29T04:39:55Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,High,User is on the login page,Enter invalid data and verify error message.,2021-09-01T04:40:12Z,2024-04-09T11:07:29Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify registration with valid data,Low,User is on the login page,Enter invalid username and password and verify error message.,2021-06-02T10:08:45Z,2023-10-21T06:18:08Z,666017adf902b,66601d7f32c5408430429d19
Verify registration with invalid data,Low,User is on the checkout page,Enter valid username and password and verify successful login.,2021-09-23T18:26:26Z,2024-01-02T21:40:49Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify search functionality handles empty query,High,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2022-01-17T16:35:01Z,2023-07-26T05:26:11Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify user can complete purchase,High,User is on the login page,Enter invalid data and verify error message.,2021-09-11T06:20:38Z,2023-12-29T06:26:29Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify login with invalid credentials,Medium,User is on the product details page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-12-30T15:32:52Z,2023-04-05T04:54:53Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify login with invalid credentials,Medium,User is on the checkout page,Enter EUR amount and verify accurate conversion to USD.,2022-04-20T06:39:49Z,2024-04-27T07:00:23Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
